"","id","name","fat_value","fat_unit","sugur_value","sugur_unit","protein_value","protein_unit"
"1414",45177022,"GREAT VALUE, 100% WHOLE WHEAT ROUND TOP BREAD",3.57,"g",7.14,"g",10.71,"g"
"1415",45177076,"SMALL CURD COTTAGE CHEESE",3.81,"g",3.81,"g",12.38,"g"
"1416",45177077,"COTTAGE CHEESE",4.39,"g",3.51,"g",10.53,"g"
"1417",45177100,"TRADITIONAL BAGEL",1.75,"g",4.39,"g",10.53,"g"
"1418",45177708,"GREAT VALUE, CHEESE WOW!, CHEESE WOW",22.58,"g",6.45,"g",12.9,"g"
"1419",45177738,"SLICED PASTEURIZED PROCESS SWISS AND AMAERICAN CHEESE",29.41,"g",0,"g",23.53,"g"
"1420",45177739,"SHREDDED LOW-MOISTURE MOZZARELLA CHEESE",25,"g",0,"g",21.43,"g"
"1421",45177740,"LOW-MOISTURE MOZZARELLA CHEESE",25,"g",0,"g",21.43,"g"
"1422",45177741,"CHEESE CUBES",32.14,"g",0,"g",25,"g"
"1423",45177743,"COLBY & MONTEREY JACK CHEESE CUBES",32.14,"g",0,"g",25,"g"
"1424",45177744,"CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1425",45177747,"MILD CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1426",45177750,"DAILY CHEF, SLICED PASTEURIZED PROCESS AMERICAN CHEESE",31.58,"g",0,"g",21.05,"g"
"1427",45177754,"DAILY CHEF, MILD CHEDDAR & MONTEREY JACK CHEESE",32.14,"g",0,"g",25,"g"
"1428",45177756,"PASTEURIZED PROCESS AMERICAN CHEESE",31.58,"g",0,"g",21.05,"g"
"1429",45177759,"DAILY CHEF, SHREDDED MONTEREY JACK CHEESE",28.57,"g",0,"g",21.43,"g"
"1430",45177760,"FANCY SHREDDED COLBY & MONTEREY JACK CHEESE",32.14,"g",0,"g",25,"g"
"1431",45177765,"DAILY CHEF, SHREDDED MILD CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1432",45177770,"SHARP CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1433",45177771,"MEDIUM CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1434",45177773,"MONTEREY JACK CHEESE",28.57,"g",0,"g",25,"g"
"1435",45177774,"4 CHEESE MEXICAN STYLE BLEND",32.14,"g",0,"g",25,"g"
"1436",45177775,"MEDIUM CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1437",45177778,"EXTRA SHARP CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1438",45177787,"LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE",21.43,"g",0,"g",25,"g"
"1439",45177802,"DAILY CHEF, MILD CHEDDAR CHEESE",31.82,"g",0,"g",22.73,"g"
"1440",45177803,"DAILY CHEF, MUENSTER CHEESE",27.27,"g",0,"g",22.73,"g"
"1441",45177805,"DAILY CHEF, DELI SLICED PROVOLONE CHEESE",27.27,"g",0,"g",22.73,"g"
"1442",45177807,"LOW SODIUM CHUNK CHICKEN BREAST",1.79,"g",0,"g",16.07,"g"
"1443",45177811,"LUNCHEON MEAT",30.36,"g",1.79,"g",12.5,"g"
"1444",45177816,"LUNCHEON MEAT",28.57,"g",1.79,"g",12.5,"g"
"1445",45177817,"SWISS GRANOLA CEREAL WITH MAPLE & PECAN",15.09,"g",18.87,"g",7.55,"g"
"1446",45177821,"SHARP CHEDDAR CHEESE",31.82,"g",0,"g",22.73,"g"
"1447",45177829,"DELUXE AMERICAN CHEESE SLICES",21.05,"g",5.26,"g",15.79,"g"
"1448",45177832,"GREAT VALUE, FINELY SHREDDED MILD CHEDDAR CHEESE",32.14,"g",0,"g",25,"g"
"1449",45177833,"GREAT VALUE, SHREDDED LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE",21.43,"g",0,"g",25,"g"
"1450",45177835,"SHREDDED FIESTA BLEND CHEESE",32.14,"g",0,"g",25,"g"
"1451",45177836,"THE BAKERY, GRANOLA",20,"g",23.64,"g",7.27,"g"
"1452",45177837,"GRATED PARMESAN CHEESE",33.33,"g",NA,NA,33.33,"g"
"1453",45177838,"MOZZARELLA STRING CHEESE",21.43,"g",0,"g",25,"g"
"1454",45177841,"DAILY CHEF, ORGANIC HONEY NUTO'S",3.57,"g",32.14,"g",7.14,"g"
"1455",45177842,"GREAT VALUE, DELI STYLE PROVOLONE CHESSE",26.32,"g",0,"g",26.32,"g"
"1456",45177843,"GREAT VALUE, SHREDDED MONTEREY JACK CHEESE",28.57,"g",0,"g",21.43,"g"
"1457",45177844,"GREAT VALUE, SHREDDED PEPPER JACK CHEESE",28.57,"g",0,"g",21.43,"g"
"1458",45177845,"HOT JALAPENO & HABANERO JACK CHEESE",28.57,"g",0,"g",21.43,"g"
"1459",45177855,"GREAT VALUE, AWAKE, SWEETENED CEREAL, VANILLA ALMOND",5,"g",30,"g",6.67,"g"
"1460",45177858,"CRUNCHY HONEY OATS",5,"g",20,"g",6.67,"g"
"1461",45177859,"MULTI-GRAIN CEREAL",0,"g",48.48,"g",6.06,"g"
"1462",45177861,"SWEETENED CORN & OAT CEREAL",1.92,"g",46.15,"g",3.85,"g"
"1463",45177862,"CINNAMON CRUNCH CEREAL",9.68,"g",32.26,"g",6.45,"g"
"1464",45177866,"MAGIC TREASURES TOASTED WHOLE GRAIN OAT CEREAL",3.7,"g",37.04,"g",7.41,"g"
"1465",45177868,"GREAT VALUE, TOASTED RICE CEREAL",0,"g",7.41,"g",7.41,"g"
"1466",45177871,"LOW-MOISTURE PART-SKIM MOZZARELLA STRING CHEESE",21.43,"g",0,"g",25,"g"
"1467",45177872,"GREAT VALUE, SWISS CHEESE",31.58,"g",0,"g",26.32,"g"
"1468",45177873,"GREAT VALUE, COLBY & MONTEREY JACK CHEESE",31.58,"g",0,"g",21.05,"g"
"1469",45177877,"CHUNK CHICKEN BREAST",1.79,"g",0,"g",16.07,"g"
"1470",45177942,"GREAT VALUE, TEXAS TOAST, GARLIC",15,"g",2.5,"g",7.5,"g"
"1471",45178398,"SOURDOUGH LOAF",0.88,"g",1.75,"g",8.77,"g"
"1472",45178399,"MARKETSIDE, BAKE AT HOME ITALIAN LOAF",0.89,"g",0,"g",8.93,"g"
"1473",45178400,"FRENCH BAGUETTE",0.88,"g",1.75,"g",8.77,"g"
"1474",45178401,"SOURDOUGH BREAD",2,"g",0,"g",8,"g"
"1475",45178402,"PUMPERNICKEL BREAD BOULE",2,"g",2,"g",8,"g"
"1476",45178404,"CARROT POUND CAKE",17.72,"g",32.91,"g",3.8,"g"
"1477",45178405,"PUMPKIN POUND CAKE",17.72,"g",29.11,"g",3.8,"g"
"1478",45178409,"RICH CREAM CHEESE CHOCOLATE CAKE",23.38,"g",41.56,"g",2.6,"g"
"1479",45178412,"TUXEDO BAR CAKE",17.89,"g",23.58,"g",5.69,"g"
"1480",45178415,"BREAD",8.77,"g",1.75,"g",12.28,"g"
"1481",45178420,"RED VELVET CAKE",25.26,"g",30.53,"g",2.11,"g"
"1482",45178426,"THE BAKERY, GAMETIME MINI CUPCAKES, GOLDEN VANILLA WITH BUTTERCREME ICING",16.9,"g",40.85,"g",2.82,"g"
"1483",45178430,"MARKET SIDE, TUSCAN BOULE",1.75,"g",0,"g",7.02,"g"
"1484",45178431,"RYE BOULE",1.75,"g",0,"g",8.77,"g"
"1485",45178432,"SPROUTED WHEAT MULTIGRAIN LOAF",3.51,"g",3.51,"g",8.77,"g"
"1486",45178434,"MARKTESIDE, BAKE AT HOME, PUMPERNICKEL BREAD BOULE",1.75,"g",1.75,"g",8.77,"g"
"1487",45178435,"MARKETSIDE, SOURDOUGH BREAD BOULE",1.75,"g",0,"g",7.02,"g"
"1488",45178437,"MARKETSIDE, TOMATO ASIAGO CHEESE FOCACCIA",4.39,"g",1.75,"g",8.77,"g"
"1489",45178439,"CARAMELIZED ONION FOCACCIA",6.86,"g",1.96,"g",7.84,"g"
"1490",45178440,"SWEET CORNBREAD",23.08,"g",19.23,"g",5.77,"g"
"1491",45178443,"MARKETSIDE, EXQUISITE RED VELVET CAKE BY THE SLICE",21.08,"g",34.34,"g",4.22,"g"
"1492",45178445,"MARKETSIDE, HEAVENLY CHOCOLATE",17.32,"g",32.47,"g",3.9,"g"
"1493",45178446,"CAKE BY THE SLICE",18.42,"g",30.53,"g",3.68,"g"
"1494",45178448,"WAL-MART STORES, INC., RASPBERRY LEMON CAKE",17.11,"g",40.79,"g",2.63,"g"
"1495",45178457,"ULTIMATE CARROT CAKE",23.29,"g",45.21,"g",2.74,"g"
"1496",45183136,"RAINBOW TROUT FILLETS",7.06,"g",0,"g",18.82,"g"
"1497",45183809,"TRIPLE BERRY MIX",0.36,"g",5.71,"g",0.71,"g"
"1498",45183810,"TROPICAL FRUIT MIX",0,"g",10,"g",0.71,"g"
"1499",45183811,"RED RASPBERRIES",0,"g",4.29,"g",1.43,"g"
"1500",45183812,"VEGETABLE BLENDS",0,"g",2.35,"g",1.18,"g"
"1501",45183813,"GREAT VALUE, VEGETABLE BLENDS",0,"g",2.15,"g",1.08,"g"
"1502",45183814,"VEGETABLE BLENDS, BEANS AND CARROTS BLEND",0,"g",2.35,"g",1.18,"g"
"1503",45183815,"EXTRA FINE GREEN BEANS",0,"g",2.41,"g",1.2,"g"
"1504",45183818,"SNOW CRAB CLUSTERS",1.18,"g",0,"g",16.47,"g"
"1505",45183819,"WILD ALASKAN SOCKEYE SALMON",7.06,"g",0,"g",21.76,"g"
"1506",45183824,"PEAS & CARROTS",0,"g",4.44,"g",2.22,"g"
"1507",45183825,"PINEAPPLE CHUNKS",0,"g",10,"g",0.71,"g"
"1508",45183827,"ORGANIC NORMANDY BLEND",0,"g",2.47,"g",1.23,"g"
"1509",45183828,"ORGANIC TRIPLE BERRY BLEND",0,"g",10,"g",0.71,"g"
"1510",45183829,"ORGANIC DARK SWEET CHERRIES",0,"g",17.14,"g",1.43,"g"
"1511",45183830,"COD",0.45,"g",0,"g",17.86,"g"
"1512",45183832,"ORGANIC WHOLE GREEN BEANS",0,"g",2.41,"g",1.2,"g"
"1513",45183833,"ORGANIC SUPER SWEET CORN",1.67,"g",7.78,"g",3.33,"g"
"1514",45183834,"ORGANIC WHOLE STRAWBERRIES",0,"g",5.71,"g",0,"g"
"1515",45183836,"ORGANIC BROCCOLI FLORETS",0,"g",0,"g",1.18,"g"
"1516",45183837,"ORGANIC MANGO CHUNKS",0,"g",16.8,"g",0.8,"g"
"1517",45183838,"ORGANIC PINEAPPLE CHUNKS",0,"g",15.56,"g",0,"g"
"1518",45183839,"ORGANIC HEALTHY BLEND",1.81,"g",3.61,"g",4.82,"g"
"1519",45183840,"ORGANIC EDAMAME SOYBEANS",1.32,"g",0.44,"g",3.52,"g"
"1520",45183847,"MINI POTATO SKINS",14.29,"g",1.1,"g",9.89,"g"
"1521",45183853,"LEAN GROUND TURKEY",7.08,"g",0,"g",19.47,"g"
"1522",45183856,"BEEF FRANKS",28,"g",0,"g",12,"g"
"1523",45183859,"ENRICHED PARBOILED RICE",0,"g",0,"g",6.67,"g"
"1524",45183861,"FROZEN FRENCH FRIED POTATOES",8.33,"g",1.19,"g",2.38,"g"
"1525",45183870,"FAST & CRISPY MICROWAVE FRIES",9.52,"g",1.19,"g",2.38,"g"
"1526",45183873,"FAST & CRISPY MICROWAVE FRIES",8.33,"g",1.19,"g",3.57,"g"
"1527",45183875,"BEEF BURGERS",15.04,"g",0,"g",18.58,"g"
"1528",45183876,"100% PURE BEEF BURGERS",24.78,"g",0,"g",15.93,"g"
"1529",45183881,"BLUEBERRIES",0.71,"g",8.57,"g",0.71,"g"
"1530",45183882,"SOUTHERN STYLE O'BRIEN, HASH BROWNS",0,"g",1.19,"g",2.38,"g"
"1531",45183883,"ORGANIC MIXED VEGETABLES",0,"g",3.53,"g",3.53,"g"
"1532",45183884,"MIXED VEGETABLE",0,"g",4.44,"g",2.22,"g"
"1533",45183885,"ANTIOXIDANT BERRY BLEND",0,"g",10.71,"g",0.71,"g"
"1534",45183886,"WHOLE KERNEL GOLDEN CORN",1.11,"g",7.78,"g",3.33,"g"
"1535",45183887,"100% LIQUID EGG WHITES",0,"g",0,"g",10.87,"g"
"1536",45183888,"SWEET PEAS",0,"g",4.49,"g",5.62,"g"
"1537",45183889,"GOURMET TWICE BAKED POTATO",8.05,"g",2.87,"g",5.75,"g"
"1538",45183890,"GOURMET TWICE BAKED POTATO",4.6,"g",2.3,"g",3.45,"g"
"1539",45183891,"CUTS BROCCOLI",0,"g",2.3,"g",2.3,"g"
"1540",45183892,"SWEET GREEN PEAS",0,"g",4.71,"g",4.71,"g"
"1541",45183893,"CUT CORN",0.59,"g",3.53,"g",2.35,"g"
"1542",45183894,"MINI POTATO SKINS FULLY LOADED",10.99,"g",1.1,"g",6.59,"g"
"1543",45183895,"ORGANIC BLUEBERRIES",0.71,"g",8.57,"g",0.71,"g"
"1544",45183897,"KING SALMON FILLETS",13.27,"g",0,"g",20.35,"g"
"1545",45183899,"DARK SWEET CHERRIES",0,"g",12.86,"g",0.71,"g"
"1546",45183903,"BLUEBERRIES",0.71,"g",8.57,"g",0.71,"g"
"1547",45183904,"TRIPLE BERRY BLEND",0.35,"g",7.8,"g",0.71,"g"
"1548",45183905,"TRIPLE BERRY BLEND",0.36,"g",7.86,"g",0.71,"g"
"1549",45183907,"DELI CLASSIC BAKED BEANS",0,"g",21.33,"g",3.33,"g"
"1550",45183908,"ORGANIC CHOPPED SPINACH",0,"g",1.28,"g",3.85,"g"
"1551",45183909,"ORGANIC GREAT VALUE, SWEET POTATOES",0,"g",5.68,"g",2.27,"g"
"1552",45183910,"BLACK FOREST UNCURED HAM",1.79,"g",1.79,"g",19.64,"g"
"1553",45183911,"ORGANIC PEARLED FARRO",2.22,"g",0,"g",11.11,"g"
"1554",45183912,"SWEET POTATO FRIES",5.95,"g",7.14,"g",1.19,"g"
"1555",45184454,"FULLY COOKED HOT DOGS",32.14,"g",3.57,"g",8.93,"g"
"1556",45184654,"PEPPERONI MINIS",46.43,"g",3.57,"g",21.43,"g"
"1557",45184655,"PEPPERONI",14.29,"g",0,"g",32.14,"g"
"1558",45184656,"APPLE JUICE",0,"g",8.75,"g",0.42,"g"
"1559",45184658,"COOKED HAM",3.57,"g",0,"g",17.86,"g"
"1560",45184659,"HONEY HUM",3.57,"g",0,"g",17.86,"g"
"1561",45184660,"COOKED HAM",3.57,"g",0,"g",17.86,"g"
"1562",45184661,"WATER ADDED SMOKED HAM",3.57,"g",0,"g",17.86,"g"
"1563",45184662,"BAKED HAM",3.57,"g",0,"g",17.86,"g"
"1564",45184663,"THINLY SLICED BLACK FOREST HAM",4.46,"g",3.57,"g",17.86,"g"
"1565",45184664,"DAILY CHEF, SLICED CAJUN STYLE ANGUS BEEF",2.68,"g",1.79,"g",17.86,"g"
"1566",45184665,"DAILY CHEF, THINLY SLICED HONEY HAM",4.46,"g",5.36,"g",17.86,"g"
"1567",45184666,"DAILY CHEF, VIRGINIA BRAND SMOKED HAM",4.46,"g",3.57,"g",17.86,"g"
"1568",45184667,"DAILY CHEF, HERB ROASTED & SLICED TURKEY BREAST",0.89,"g",1.79,"g",19.64,"g"
"1569",45184669,"HICKORY SMOKED & SLICED TURKEY BREAST",0.89,"g",1.79,"g",19.64,"g"
"1570",45184671,"OVEN ROASTED & SLICED FOUR PEPPER TURKEY BREAST",1.79,"g",1.79,"g",19.64,"g"
"1571",45184672,"BUFFALO STYLE CHICKEN BREAST",1.79,"g",1.79,"g",17.86,"g"
"1572",45184673,"OVEN ROASTED & SLICED TURKEY BREAST",1.79,"g",1.79,"g",21.43,"g"
"1573",45184674,"TURKEY BREAST",1.79,"g",1.79,"g",19.64,"g"
"1574",45184676,"SLICED TURKEY PASTRAMI",5.36,"g",0,"g",17.86,"g"
"1575",45184678,"DAILY CHEF, HERB ROASTED & SLICED TURKEY BREAST",1.79,"g",1.79,"g",19.64,"g"
"1576",45184679,"BLACK FOREST HAM",3.57,"g",1.79,"g",17.86,"g"
"1577",45184680,"THINLY SHAVED VIRGINIA BRAND SMOKED HAM",4.46,"g",0,"g",19.64,"g"
"1578",45184681,"THINLY SHAVED HAM",2.68,"g",5.36,"g",17.86,"g"
"1579",45184683,"THINLY SHAVED HONEY HAM WITH NATURAL JUICES",2.68,"g",5.36,"g",17.86,"g"
"1580",45184685,"PRICE FIRST, HAM, HONEY",8.93,"g",3.57,"g",16.07,"g"
"1581",45184686,"FRUIT SPREAD",0,"g",45,"g",0,"g"
"1582",45184687,"GRAPE FRUIT SPREAD",0,"g",52.63,"g",0,"g"
"1583",45184689,"PRICE FIRST, CHOPPED & PRESSED SMOKED TURKEY",12.5,"g",1.79,"g",12.5,"g"
"1584",45184697,"NEAPOLITAN LIGHT ICE CREAM",4.76,"g",20.63,"g",4.76,"g"
"1585",45184698,"ICE CREAM",12.64,"g",19.54,"g",5.75,"g"
"1586",45184700,"ICE CREAM",17.24,"g",26.44,"g",3.45,"g"
"1587",45184701,"ANGUS SEASONED ROAST BEEF",2.68,"g",1.79,"g",23.21,"g"
"1588",45184702,"GRAHAM CRACKER ICE CREAM WITH FUDGE & MARSHMALLOW RIBBONS & CHOCOLATE FLAVORED CANDIES",10.45,"g",25.37,"g",2.99,"g"
"1589",45184708,"DARK CHILI POWDER",0,"g",0,"g",0,"g"
"1590",45184714,"OVEN ROASTED TURKEY BREAST",0,"g",0,"g",21.43,"g"
"1591",45184715,"UNCURED HONEY HAM",2.68,"g",5.36,"g",17.86,"g"
"1592",45184716,"UNCURED SMOKED HAM",2.68,"g",1.79,"g",17.86,"g"
"1593",45184717,"UNCURED BLACK FOREST HAM",2.68,"g",1.79,"g",17.86,"g"
"1594",45184719,"100% APPLE JUICE",0,"g",11.25,"g",0,"g"
"1595",45184720,"100% APPLE JUICE",0,"g",11.25,"g",0,"g"
"1596",45184721,"100% APPLE JUICE",0,"g",11.25,"g",0,"g"
"1597",45184722,"PREMIUM BLACK FOREST HAM",5,"g",2,"g",18,"g"
"1598",45184725,"PREMIUM OVEN ROASTED TURKEY BREAST & WHITE TURKEY",10,"g",2,"g",14,"g"
"1599",45184726,"PREMIUM THIN SLICED HONEY SMOKED TURKEY BREAST & WHITE TURKEY",10,"g",6,"g",16,"g"
"1600",45184727,"OVEN ROASTED THIN SLICED TURKEY BREAST",1.96,"g",1.96,"g",17.65,"g"
"1601",45184730,"DAILY CHEF FOOD SERVICE, ICE CREAM, VANILLA",10.77,"g",16.92,"g",3.08,"g"
"1602",45184731,"NEAPOLITAN ICE CREAM",10.77,"g",16.92,"g",3.08,"g"
"1603",45184733,"CHEESECAKE ICE CREAM",8.57,"g",25.71,"g",2.86,"g"
"1604",45184734,"ICE CREAM",17.24,"g",20.69,"g",3.45,"g"
"1605",45184735,"ICE CREAM",12.64,"g",26.44,"g",3.45,"g"
"1606",45184736,"MINT BARK MOOSE TRACKS ICE CREAM",19.54,"g",26.44,"g",3.45,"g"
"1607",45184738,"ICE CREAM",11.49,"g",25.29,"g",2.3,"g"
"1608",45184740,"ICE CREAM",12.64,"g",19.54,"g",5.75,"g"
"1609",45184741,"ICE CREAM",12.64,"g",25.29,"g",2.3,"g"
"1610",45184744,"MOOSE TRACKS ICE CREAM",19.54,"g",24.14,"g",3.45,"g"
"1611",45184746,"ICE CREAM",12.64,"g",27.59,"g",5.75,"g"
"1612",45184859,"ORGANIC RAINBOW KALE",0.59,"g",0,"g",3.53,"g"
"1613",45184860,"ORGANIC RAINBOW CHARD",0,"g",1.18,"g",2.35,"g"
"1614",45184866,"ORGANIC RUSSET POTATOES",0,"g",0.68,"g",2.03,"g"
"1615",45184867,"ORGANIC WHOLE CARROTS",0,"g",6.41,"g",1.28,"g"
"1616",45184868,"CAULIFLOWER FLORETS",0,"g",2.35,"g",2.35,"g"
"1617",45184873,"FRENCH BEANS",0,"g",3.53,"g",2.35,"g"
"1618",45184874,"GREEN BEANS",0,"g",3.53,"g",2.35,"g"
"1619",45185406,"RAW SHRIMP JUMBO",0.88,"g",0,"g",15.04,"g"
"1620",45185444,"SWEET ICED TEA",0,"g",8.33,"g",0,"g"
"1621",45185447,"LEMONADE",0,"g",11.67,"g",0,"g"
"1622",45185448,"MARKETSIDE, GREEN TEA, BLUEBERRY",0,"g",0,"g",0,"g"
"1623",45185454,"SWEET ICED TEA",0,"g",0,"g",0,"g"
"1624",45189118,"WHOLE BABY CARROTS",0,"g",4.71,"g",0,"g"
"1625",45191562,"BUTTERMILK PANCAKE MIX",4.39,"g",14.04,"g",8.77,"g"
"1626",45191564,"RISING CRUST SUPREME PIZZA",8,"g",4.67,"g",9.33,"g"
"1627",45191565,"RISING CRUST PIZZA",8.51,"g",4.96,"g",10.64,"g"
"1628",45191566,"BUFFALO STYLE CHICKEN PIZZA THIN CRUST",14.06,"g",1.56,"g",10.16,"g"
"1629",45191567,"APPLE PIE",12.8,"g",20,"g",2.4,"g"
"1630",45191568,"MUFFINS",20.2,"g",26.26,"g",5.05,"g"
"1631",45191569,"OVEN READY ELBOWS ENRICHED MACARONI",1.79,"g",1.79,"g",16.07,"g"
"1632",45191570,"OVEN READY PENNE, ENRICHED MACARONI PRODUCT",1.79,"g",1.79,"g",16.07,"g"
"1633",45191571,"PECAN PIE",21.21,"g",40.15,"g",4.55,"g"
"1634",45191572,"BUTTERMILK PANCAKE MIX",2.17,"g",17.39,"g",6.52,"g"
"1635",45191573,"100% PUMPKIN",0.41,"g",4.1,"g",0.82,"g"
"1636",45191574,"COMPLETE PANCAKE & WAFFLE MIX",2.5,"g",10,"g",10,"g"
"1637",45191575,"EVAPORATED MILK",6.67,"g",10,"g",6.67,"g"
"1638",45191576,"SWEETENED CONDENSED MILK",10,"g",73.33,"g",10,"g"
"1639",45191577,"LASAGNA PASTA SKILLET MEAL",0,"g",0,"g",10,"g"
"1640",45191578,"BEEF PASTA SKILLET MEAL PASTA & SAUCE MIX",0,"g",6.45,"g",12.9,"g"
"1641",45191579,"PENNE RIGATE, CORN & RICE BLEND PASTA",1.79,"g",0,"g",5.36,"g"
"1642",45191580,"CRUNCHY PEANUT BUTTER SPREAD",46.88,"g",9.38,"g",21.88,"g"
"1643",45191581,"CREAMY PEANUT BUTTER SPREAD",46.88,"g",9.38,"g",21.88,"g"
"1644",45191582,"KOSHER BABY DILL PICKLES",0,"g",0,"g",0,"g"
"1645",45191584,"CARAMEL FILLED MUFINS",15.15,"g",29.29,"g",5.05,"g"
"1646",45191585,"STUFFED CRUST PIZZA",9.59,"g",2.74,"g",10.27,"g"
"1647",45191586,"STUFFED CRUST PIZZA",11.51,"g",2.88,"g",10.07,"g"
"1648",45191587,"STUFFED CRUST PIZZA",11.54,"g",2.56,"g",9.62,"g"
"1649",45191588,"LOW FAT CHOCOLATE MILK",1.13,"g",10.73,"g",4.24,"g"
"1650",45191589,"PUMPKIN MINI MUFFINS",14.29,"g",32.65,"g",4.08,"g"
"1651",45191590,"OLD FASHIONED WILD BERRY ORCHARD PIE",14.04,"g",14.04,"g",2.63,"g"
"1652",45191591,"MINI PECAN TARTS GOLDEN PASTRY SHELL",18.1,"g",24.14,"g",4.31,"g"
"1653",45191592,"ICE CREAM SANDWICHES",9.84,"g",21.31,"g",3.28,"g"
"1654",45191593,"ICE CREAM CUPS",10.2,"g",16.33,"g",4.08,"g"
"1655",45191594,"GERMAN CHOCOLATE FILLED MUFFINS",19.19,"g",29.29,"g",6.06,"g"
"1656",45191595,"RASPBERRY FILLED PACZKI",13.33,"g",20,"g",5.83,"g"
"1657",45191596,"DOUBLE CHOCOLATE RASPBERRY FILLED MUFFINS",19.47,"g",29.2,"g",5.31,"g"
"1658",45191597,"CARROT MUFFINS",19.19,"g",23.23,"g",5.05,"g"
"1659",45191598,"SLICERS PICKLES",0,"g",17.86,"g",0,"g"
"1660",45191599,"BLUEBERRY PIE",13.6,"g",1.6,"g",2.4,"g"
"1661",45191600,"LEMON FILLED LEMON MUFFINS",18.18,"g",28.28,"g",5.05,"g"
"1662",45191601,"HONEY RAISIN BRAN MUFFIN",10.1,"g",19.19,"g",6.06,"g"
"1663",45191602,"MANTECADAS MUFFINS",12.12,"g",28.28,"g",4.04,"g"
"1664",45191603,"APPLE LATTICE PIE",12.31,"g",0.77,"g",2.31,"g"
"1665",45191604,"BEEF JERKY",3.57,"g",17.86,"g",50,"g"
"1666",45191605,"BEEF JERKY",3.57,"g",17.86,"g",50,"g"
"1667",45191607,"BEEF JERKY",3.57,"g",17.86,"g",46.43,"g"
"1668",45191608,"ALMOND BUTTER",53.12,"g",6.25,"g",21.88,"g"
"1669",45191609,"BEEF JERKY",3.57,"g",17.86,"g",50,"g"
"1670",45191610,"PERSONAL BIG, BOLD & MEATY PIZZA",13.79,"g",2.16,"g",11.21,"g"
"1671",45191611,"PERSONAL GRILLED CHEESE PIZZA",15.24,"g",1.9,"g",12.86,"g"
"1672",45191612,"RUSTIC APPLE TART",20.62,"g",14.38,"g",4.38,"g"
"1673",45191613,"PUMPKIN CREAM CHEESE FILLED MUFFINS",15.15,"g",26.26,"g",5.05,"g"
"1674",45191614,"APPLE CARAMEL FILLED MUFFINS",16.16,"g",26.26,"g",5.05,"g"
"1675",45191615,"LEMON RASPBERRY FILLED MUFFINS",16.16,"g",26.26,"g",5.05,"g"
"1676",45191616,"SWEET POTATO PIE",16.81,"g",24.37,"g",3.36,"g"
"1677",45191617,"CREAMY PEANUT BUTTER",46.88,"g",9.38,"g",21.88,"g"
"1678",45191618,"STRAWBERRY RHUBARB FILLED MUFFINS",16.16,"g",28.28,"g",4.04,"g"
"1679",45191619,"GREAT VALUE, MUFFINS, TRIPLE CHOCOLATE FILLED",15.93,"g",31.86,"g",3.54,"g"
"1680",45191620,"GREAT VALUE, ICE CREAM SANDWICH, KEY LIME DIVINE",8.97,"g",26.92,"g",3.85,"g"
"1681",45191621,"GREAT VALUE, ICE CREAM SANDWICH, S'MORES",10.26,"g",26.92,"g",3.85,"g"
"1682",45191622,"ICE CREAM CONE",12.36,"g",26.97,"g",2.25,"g"
"1683",45191623,"GREAT VALUE, ICE CREAM SANDWICH, BOOM BOOM CHERRY",14.29,"g",25.97,"g",3.9,"g"
"1684",45191624,"BANANA BRAN MUFFINS",14.14,"g",20.2,"g",6.06,"g"
"1685",45191625,"STRAWBERRY CHEESECAKE FILLED MINI MUFFINS",17.86,"g",25,"g",3.57,"g"
"1686",45191626,"RASPBERRY FILLED MINI MUFFINS",12.5,"g",32.14,"g",3.57,"g"
"1687",45191627,"ITALIAN STYLE STREET PIZZA",10.95,"g",0.73,"g",12.41,"g"
"1688",45191628,"THE BAKERY, KEY LIME MERINGUE PIE",9.56,"g",24.26,"g",2.94,"g"
"1689",45191629,"THE BAKERY, GLUTEN FREE BLUEBERRY MUFFINS",16.67,"g",30,"g",3.33,"g"
"1690",45191630,"CHEESE TORTELLINI",4.25,"g",1.89,"g",9.43,"g"
"1691",45191631,"MONKEY BREAD MUFFINS",12.5,"g",32.03,"g",6.25,"g"
"1692",45191632,"LEMON MINI MUFFINS",17.86,"g",28.57,"g",3.57,"g"
"1693",45191633,"STREET PIZZA",16.78,"g",1.34,"g",8.05,"g"
"1694",45192080,"LUSCIOUS FOUR BERRY PIE",16.91,"g",13.24,"g",2.21,"g"
"1695",45192081,"PECAN ALMOND PIE WITH DRIZZLE",20.17,"g",35.29,"g",4.2,"g"
"1696",45192083,"SCRUMPTIOUS BERRY STREUSEL PIE",12.61,"g",27.73,"g",2.52,"g"
"1697",45195522,"NONFAT GREEK LIGHT YOGURT",0,"g",5.33,"g",8,"g"
"1698",45195523,"GREAT VALUE, GREEK NONFAT YOGURT, STRAWBERRY BANANA",0,"g",12.67,"g",8,"g"
